Id,Id2,Geography,Percent; Estimate; Population 25 years and over,Percent Males; Estimate; Population 25 years and over,Percent Females; Estimate; Population 25 years and over,Percent; Estimate; Population 25 years and over - Less than 9th grade,Percent Males; Estimate; Population 25 years and over - Less than 9th grade,Percent Females; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Males; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Females; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Males; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Females; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree","Percent Males; Estimate; Population 25 years and over - Some college, no degree","Percent Females; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent Males; Estimate; Population 25 years and over - Associate's degree,Percent Females; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent Males; Estimate; Population 25 years and over - Bachelor's degree,Percent Females; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent Males; Estimate; Population 25 years and over - Graduate or professional degree,Percent Females; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent Males; Estimate; Percent high school graduate or higher,Percent Females; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent Males; Estimate; Percent bachelor's degree or higher,Percent Females; Estimate; Percent bachelor's degree or higher
8600000US53540,53540,ZCTA5 53540,(X),(X),(X),0.0,0.0,0.0,0.0,0.0,0.0,47.5,75.3,24.7,29.0,16.4,39.3,10.5,0.0,19.1,11.1,8.2,13.5,1.9,0.0,3.4,100.0,100.0,100.0,13.0,8.2,16.9
8600000US53541,53541,ZCTA5 53541,(X),(X),(X),4.0,6.0,2.0,3.8,5.3,2.4,45.8,54.1,38.0,26.3,21.2,31.2,6.1,3.2,8.8,9.3,6.7,11.9,4.7,3.5,5.8,92.2,88.7,95.6,14.0,10.2,17.6
8600000US53543,53543,ZCTA5 53543,(X),(X),(X),3.4,2.9,3.8,4.5,5.7,3.3,41.0,46.9,34.6,20.4,19.9,21.1,12.2,8.2,16.5,14.0,12.8,15.2,4.5,3.6,5.5,92.1,91.4,92.9,18.5,16.4,20.7
8600000US53544,53544,ZCTA5 53544,(X),(X),(X),0.4,0.7,0.0,3.7,5.7,1.5,41.6,49.3,33.0,20.5,18.5,22.8,10.4,7.4,13.9,13.6,11.1,16.5,9.7,7.4,12.4,95.9,93.6,98.5,23.4,18.5,28.8
8600000US53545,53545,ZCTA5 53545,(X),(X),(X),2.5,3.3,1.8,6.7,7.1,6.4,36.1,35.3,36.9,21.0,21.9,20.1,9.3,7.8,10.8,15.6,14.7,16.6,8.7,10.0,7.5,90.8,89.6,91.8,24.3,24.7,24.0
8600000US53546,53546,ZCTA5 53546,(X),(X),(X),1.7,1.9,1.5,5.1,5.5,4.7,36.3,36.9,35.8,23.4,25.5,21.4,11.8,9.7,13.7,15.5,14.7,16.1,6.2,5.7,6.7,93.2,92.6,93.8,21.7,20.4,22.9
8600000US53548,53548,ZCTA5 53548,(X),(X),(X),2.4,3.2,1.6,8.1,9.1,7.2,37.0,38.6,35.5,24.8,24.2,25.4,8.5,8.0,9.1,11.9,9.7,14.0,7.3,7.3,7.3,89.6,87.8,91.2,19.2,17.0,21.3
8600000US53549,53549,ZCTA5 53549,(X),(X),(X),4.1,3.5,4.8,5.3,6.2,4.5,41.5,43.0,40.2,18.7,16.5,20.7,10.6,9.5,11.7,14.2,16.4,12.2,5.5,5.0,5.8,90.5,90.3,90.7,19.7,21.4,18.1
8600000US53550,53550,ZCTA5 53550,(X),(X),(X),4.5,5.0,4.0,6.4,7.6,5.1,47.1,50.2,43.6,21.0,21.2,20.9,12.6,11.4,13.9,5.2,3.3,7.2,3.1,1.2,5.3,89.0,87.4,90.9,8.3,4.5,12.6
8600000US53551,53551,ZCTA5 53551,(X),(X),(X),2.9,2.9,2.8,4.6,5.2,4.0,25.7,27.2,24.2,21.0,20.1,21.9,9.8,9.3,10.4,26.3,27.9,24.6,9.7,7.4,12.1,92.5,91.9,93.2,36.0,35.3,36.7
8600000US53553,53553,ZCTA5 53553,(X),(X),(X),7.5,11.1,3.9,3.3,4.4,2.2,43.1,44.4,41.7,30.3,30.0,30.6,7.8,5.0,10.6,6.4,3.9,8.9,1.7,1.1,2.2,89.2,84.4,93.9,8.1,5.0,11.1
8600000US53554,53554,ZCTA5 53554,(X),(X),(X),4.8,5.3,4.2,7.0,6.9,7.1,39.7,46.6,32.6,18.6,16.8,20.5,11.9,8.9,15.0,12.3,12.2,12.4,5.7,3.3,8.2,88.2,87.8,88.7,18.0,15.5,20.5
8600000US53555,53555,ZCTA5 53555,(X),(X),(X),1.2,1.1,1.3,4.0,3.8,4.3,26.7,28.6,24.8,21.1,21.3,21.0,14.5,14.6,14.5,21.7,20.9,22.5,10.7,9.7,11.7,94.8,95.1,94.4,32.4,30.6,34.2
8600000US53556,53556,ZCTA5 53556,(X),(X),(X),5.2,6.2,4.2,7.8,9.3,6.1,47.5,49.9,44.9,18.8,15.8,22.0,8.8,9.0,8.6,7.4,4.7,10.3,4.4,5.1,3.8,87.0,84.5,89.7,11.9,9.8,14.1
8600000US53557,53557,ZCTA5 53557,(X),(X),(X),1.6,1.3,2.0,12.1,15.6,8.5,46.6,50.6,42.5,21.5,13.6,29.4,6.2,5.8,6.5,8.8,9.7,7.8,3.3,3.2,3.3,86.3,83.1,89.5,12.1,13.0,11.1
8600000US53558,53558,ZCTA5 53558,(X),(X),(X),0.9,0.1,1.6,1.0,1.6,0.4,21.4,23.4,19.5,17.2,14.3,20.0,13.4,18.5,8.4,31.9,30.7,33.0,14.4,11.4,17.2,98.2,98.3,98.0,46.2,42.1,50.2
8600000US53559,53559,ZCTA5 53559,(X),(X),(X),2.8,2.6,3.1,7.4,10.4,4.6,33.2,37.3,29.3,23.9,23.9,23.9,14.9,11.6,18.0,13.5,10.2,16.7,4.2,4.0,4.5,89.7,87.0,92.3,17.8,14.2,21.1
8600000US53560,53560,ZCTA5 53560,(X),(X),(X),1.3,0.9,1.6,3.7,3.4,4.0,32.5,36.3,28.8,22.1,21.7,22.4,12.2,11.6,12.8,18.5,16.3,20.6,9.7,9.8,9.7,95.0,95.7,94.4,28.3,26.1,30.3
8600000US53561,53561,ZCTA5 53561,(X),(X),(X),1.8,1.4,2.3,4.1,5.8,2.4,34.1,32.9,35.3,22.4,22.7,22.0,11.5,11.6,11.3,18.3,16.2,20.3,7.9,9.3,6.4,94.1,92.8,95.3,26.1,25.6,26.7
8600000US53562,53562,ZCTA5 53562,(X),(X),(X),1.5,1.4,1.6,1.4,1.7,1.2,13.3,13.8,12.9,14.2,13.7,14.6,8.9,8.7,9.1,33.4,31.5,35.1,27.3,29.3,25.4,97.1,97.0,97.2,60.7,60.8,60.6
8600000US53563,53563,ZCTA5 53563,(X),(X),(X),2.0,3.0,0.9,4.7,5.8,3.7,31.7,38.2,25.2,19.0,17.4,20.6,14.1,10.3,17.9,19.9,19.3,20.6,8.6,6.0,11.1,93.3,91.2,95.4,28.5,25.3,31.7
8600000US53565,53565,ZCTA5 53565,(X),(X),(X),2.2,2.5,1.9,3.6,4.3,2.9,35.2,38.5,32.1,21.5,21.1,21.8,11.3,10.1,12.5,15.7,14.3,17.1,10.5,9.4,11.6,94.2,93.2,95.2,26.3,23.6,28.7
8600000US53566,53566,ZCTA5 53566,(X),(X),(X),3.6,3.9,3.2,5.5,7.1,4.1,38.9,41.6,36.5,21.9,19.5,24.0,8.3,6.9,9.4,14.0,12.8,15.1,7.9,8.2,7.6,91.0,89.0,92.7,21.9,21.0,22.7
8600000US53569,53569,ZCTA5 53569,(X),(X),(X),2.5,4.4,0.5,4.1,1.9,6.5,37.7,42.7,32.5,22.4,20.3,24.6,12.5,9.6,15.6,16.3,17.7,14.9,4.4,3.5,5.5,93.4,93.7,93.1,20.8,21.2,20.3
8600000US53570,53570,ZCTA5 53570,(X),(X),(X),1.4,1.9,1.0,5.1,7.6,2.5,39.9,44.5,35.2,22.5,19.8,25.3,12.1,9.5,14.7,12.9,11.9,13.9,6.1,4.8,7.4,93.5,90.5,96.6,19.0,16.7,21.3
8600000US53571,53571,ZCTA5 53571,(X),(X),(X),0.0,0.0,0.0,7.1,12.3,0.0,7.1,12.3,0.0,29.8,37.7,19.0,13.6,0.0,32.1,34.8,24.6,48.8,7.6,13.2,0.0,92.9,87.7,100.0,42.4,37.7,48.8
8600000US53572,53572,ZCTA5 53572,(X),(X),(X),1.2,2.1,0.4,1.9,1.4,2.4,23.9,24.0,23.7,19.1,17.0,21.1,11.1,10.4,11.8,30.6,33.6,27.5,12.3,11.7,13.0,96.9,96.6,97.2,42.9,45.3,40.5
8600000US53573,53573,ZCTA5 53573,(X),(X),(X),6.2,8.1,4.4,8.2,8.2,8.2,40.1,45.4,34.9,20.0,19.4,20.6,11.8,6.9,16.7,9.1,7.2,10.9,4.5,4.8,4.3,85.6,83.8,87.4,13.6,12.0,15.2
8600000US53574,53574,ZCTA5 53574,(X),(X),(X),1.9,1.9,2.0,3.2,2.5,3.8,28.5,33.5,23.9,19.0,13.9,23.8,12.2,14.3,10.3,25.0,26.1,24.0,10.1,7.8,12.2,94.9,95.6,94.3,35.1,33.9,36.2
8600000US53575,53575,ZCTA5 53575,(X),(X),(X),0.6,1.0,0.1,2.6,3.5,1.6,23.4,25.0,21.7,20.9,22.7,19.0,12.1,10.1,14.2,25.6,25.4,25.7,14.9,12.3,17.7,96.9,95.6,98.3,40.5,37.7,43.4
8600000US53576,53576,ZCTA5 53576,(X),(X),(X),0.9,1.4,0.3,9.1,12.0,5.9,36.9,38.5,35.2,19.1,21.0,17.0,13.6,12.5,14.8,13.8,9.5,18.6,6.6,5.2,8.3,90.0,86.6,93.9,20.4,14.7,26.9
8600000US53577,53577,ZCTA5 53577,(X),(X),(X),3.1,4.4,1.6,3.6,4.6,2.4,40.6,45.7,35.2,21.1,19.7,22.6,13.0,9.1,17.1,13.8,12.9,14.7,5.0,3.7,6.3,93.4,90.9,95.9,18.7,16.6,21.0
8600000US53578,53578,ZCTA5 53578,(X),(X),(X),1.1,0.2,2.0,2.3,3.4,1.2,34.5,33.8,35.2,19.3,20.4,18.3,9.4,8.5,10.3,24.1,26.6,21.7,9.2,7.1,11.4,96.6,96.4,96.8,33.4,33.7,33.0
8600000US53579,53579,ZCTA5 53579,(X),(X),(X),1.4,1.7,1.0,12.1,14.1,9.7,39.4,39.3,39.6,23.0,23.5,22.3,13.8,11.7,16.4,7.5,6.3,9.0,2.8,3.4,2.1,86.5,84.2,89.3,10.3,9.7,11.0
8600000US53580,53580,ZCTA5 53580,(X),(X),(X),5.0,6.4,3.4,3.4,4.9,1.7,38.7,39.2,38.1,18.2,18.6,17.6,14.2,10.8,18.2,12.6,15.2,9.7,7.9,4.9,11.4,91.6,88.7,94.9,20.5,20.1,21.0
8600000US53581,53581,ZCTA5 53581,(X),(X),(X),3.4,3.9,2.9,5.9,7.2,4.6,38.6,42.6,34.7,21.5,18.8,24.0,10.2,9.2,11.1,12.9,11.1,14.7,7.6,7.2,8.0,90.7,88.9,92.5,20.5,18.2,22.7
8600000US53582,53582,ZCTA5 53582,(X),(X),(X),2.3,1.0,3.8,5.9,6.6,5.1,39.4,45.2,33.1,22.8,23.6,22.0,11.4,8.6,14.5,14.8,12.5,17.2,3.3,2.5,4.3,91.8,92.4,91.1,18.1,15.0,21.5
8600000US53583,53583,ZCTA5 53583,(X),(X),(X),1.8,2.2,1.5,2.5,2.1,3.0,37.3,39.2,35.4,23.6,22.6,24.4,11.5,11.8,11.2,16.7,13.8,19.5,6.5,8.2,5.0,95.6,95.7,95.5,23.3,22.0,24.4
8600000US53585,53585,ZCTA5 53585,(X),(X),(X),2.8,2.9,2.6,9.2,9.6,8.9,43.2,46.6,39.8,26.2,25.7,26.6,6.2,4.9,7.5,8.8,7.6,10.0,3.7,2.7,4.6,88.0,87.5,88.5,12.5,10.3,14.6
8600000US53586,53586,ZCTA5 53586,(X),(X),(X),2.7,3.4,1.9,8.7,10.8,6.5,44.1,50.0,38.1,19.8,16.1,23.6,8.4,6.5,10.4,12.2,9.9,14.5,4.1,3.2,5.0,88.6,85.7,91.6,16.3,13.1,19.5
8600000US53587,53587,ZCTA5 53587,(X),(X),(X),5.7,6.6,4.8,7.7,10.5,4.5,43.7,45.8,41.5,16.9,15.3,18.6,13.5,9.2,18.3,10.7,10.5,10.8,1.8,2.1,1.5,86.6,82.8,90.7,12.5,12.6,12.3
8600000US53588,53588,ZCTA5 53588,(X),(X),(X),1.7,2.0,1.4,5.0,5.5,4.6,32.0,32.7,31.3,20.5,21.0,20.1,10.5,9.4,11.5,20.0,21.1,18.8,10.4,8.3,12.4,93.3,92.5,94.1,30.3,29.5,31.2
8600000US53589,53589,ZCTA5 53589,(X),(X),(X),1.2,0.9,1.5,4.8,4.6,4.9,26.7,30.1,23.6,23.8,21.7,25.6,10.6,9.6,11.4,22.3,20.9,23.5,10.7,12.3,9.3,94.0,94.5,93.6,33.0,33.2,32.9
8600000US53590,53590,ZCTA5 53590,(X),(X),(X),1.0,1.2,0.8,3.3,3.5,3.0,19.7,20.3,19.1,21.8,21.5,22.0,12.4,12.2,12.7,28.3,25.8,30.7,13.5,15.5,11.7,95.7,95.3,96.1,41.9,41.3,42.4
8600000US53593,53593,ZCTA5 53593,(X),(X),(X),0.6,0.4,0.7,1.2,1.1,1.2,13.2,13.0,13.5,12.6,13.5,11.8,9.1,8.1,10.1,35.9,36.4,35.4,27.4,27.4,27.3,98.3,98.4,98.1,63.2,63.8,62.7
8600000US53594,53594,ZCTA5 53594,(X),(X),(X),7.7,5.2,10.6,5.2,5.8,4.5,38.1,43.2,32.3,18.9,18.9,19.0,12.2,12.0,12.4,13.1,12.3,14.1,4.7,2.7,7.0,87.1,89.1,84.9,17.9,15.0,21.2
8600000US53597,53597,ZCTA5 53597,(X),(X),(X),0.7,0.6,0.8,1.3,0.9,1.7,21.1,23.6,18.8,18.4,18.6,18.2,10.5,9.1,11.7,29.9,28.8,30.8,18.1,18.2,17.9,97.9,98.5,97.5,47.9,47.1,48.7
8600000US53598,53598,ZCTA5 53598,(X),(X),(X),2.6,1.7,3.7,2.8,5.2,0.0,28.7,27.5,30.0,15.3,13.3,17.6,9.7,6.8,12.9,28.9,30.9,26.6,12.1,14.6,9.3,94.6,93.0,96.3,40.9,45.5,35.9
8600000US53599,53599,ZCTA5 53599,(X),(X),(X),4.5,0.0,11.8,4.5,0.0,11.8,65.9,66.7,64.7,25.0,33.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,100.0,76.5,0.0,0.0,0.0
8600000US53702,53702,ZCTA5 53702,(X),(X),(X),0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,40.6,50.0,40.6,59.4,29.7,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
8600000US53703,53703,ZCTA5 53703,(X),(X),(X),1.2,1.5,0.8,3.0,3.7,2.2,8.8,8.8,8.7,13.7,14.1,13.2,5.4,5.6,5.3,36.6,39.0,33.7,31.3,27.3,36.1,95.8,94.8,97.0,67.9,66.3,69.8
8600000US53704,53704,ZCTA5 53704,(X),(X),(X),3.1,3.0,3.1,3.8,4.8,2.9,18.7,19.4,18.0,21.2,20.2,22.2,10.6,11.0,10.2,26.8,26.9,26.7,15.9,14.7,16.9,93.1,92.2,94.0,42.6,41.6,43.6
8600000US53705,53705,ZCTA5 53705,(X),(X),(X),0.8,1.0,0.7,0.8,0.9,0.8,7.3,6.3,8.1,10.0,9.8,10.2,5.0,5.2,4.8,30.3,28.2,32.2,45.8,48.6,43.3,98.3,98.1,98.5,76.1,76.8,75.4
8600000US53706,53706,ZCTA5 53706,(X),(X),(X),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,55.6,0.0,0.0,0.0,0.0,42.3,0.0,64.7,38.5,44.4,35.3,100.0,100.0,100.0,80.8,44.4,100.0
8600000US53711,53711,ZCTA5 53711,(X),(X),(X),2.6,3.0,2.3,2.0,1.9,2.2,12.9,12.2,13.5,15.1,14.6,15.6,7.7,6.7,8.6,31.8,33.2,30.5,27.9,28.6,27.4,95.3,95.1,95.6,59.7,61.7,57.9
8600000US53713,53713,ZCTA5 53713,(X),(X),(X),8.0,8.9,7.1,9.6,9.1,10.2,22.9,22.3,23.5,22.9,24.6,21.0,8.3,7.1,9.6,18.7,19.1,18.2,9.6,8.9,10.3,82.3,82.1,82.7,28.3,28.1,28.5
8600000US53714,53714,ZCTA5 53714,(X),(X),(X),3.6,4.4,2.8,3.8,3.9,3.8,26.8,26.1,27.4,23.7,24.0,23.5,10.9,10.1,11.7,21.1,22.1,20.2,10.0,9.3,10.6,92.6,91.7,93.4,31.1,31.5,30.8
8600000US53715,53715,ZCTA5 53715,(X),(X),(X),3.9,3.9,3.9,3.3,2.1,4.9,12.8,12.3,13.5,15.1,15.8,14.3,7.6,9.3,5.3,32.1,31.7,32.7,25.2,24.9,25.5,92.8,94.0,91.2,57.3,56.6,58.2
8600000US53716,53716,ZCTA5 53716,(X),(X),(X),1.0,1.4,0.6,2.6,3.5,1.8,22.9,24.3,21.7,19.5,20.1,19.0,11.7,10.2,13.1,26.1,25.6,26.4,16.3,15.0,17.4,96.4,95.2,97.6,42.3,40.6,43.8
8600000US53717,53717,ZCTA5 53717,(X),(X),(X),0.8,0.2,1.2,1.3,0.0,2.5,10.1,7.4,12.4,11.2,9.8,12.3,5.2,3.7,6.5,42.2,46.3,38.9,29.1,32.5,26.2,97.9,99.8,96.3,71.3,78.8,65.1
8600000US53718,53718,ZCTA5 53718,(X),(X),(X),2.4,2.2,2.5,1.9,3.3,0.7,15.6,13.2,17.6,15.5,16.0,15.2,11.5,9.3,13.4,36.7,42.6,31.8,16.4,13.4,18.8,95.8,94.5,96.8,53.1,56.1,50.6
8600000US53719,53719,ZCTA5 53719,(X),(X),(X),1.6,1.2,2.0,1.9,1.7,2.1,12.7,15.5,9.9,14.6,12.9,16.3,9.2,9.6,8.8,39.9,39.8,40.0,20.2,19.4,21.0,96.6,97.2,95.9,60.1,59.2,60.9
8600000US53726,53726,ZCTA5 53726,(X),(X),(X),0.2,0.4,0.0,0.3,0.6,0.0,4.5,3.9,5.2,1.9,3.4,0.0,2.2,1.5,2.9,31.3,27.4,36.1,59.6,62.8,55.8,99.5,99.0,100.0,90.9,90.2,91.8
8600000US53792,53792,ZCTA5 53792,(X),(X),(X),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8600000US53801,53801,ZCTA5 53801,(X),(X),(X),3.6,3.6,3.4,5.5,6.2,4.7,50.0,51.5,48.3,17.2,16.8,17.6,11.5,11.2,11.9,8.6,7.6,9.7,3.7,3.1,4.4,91.0,90.2,91.8,12.3,10.6,14.1
8600000US53802,53802,ZCTA5 53802,(X),(X),(X),0.0,0.0,0.0,11.1,10.0,12.5,88.9,90.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,90.0,87.5,0.0,0.0,0.0
8600000US53803,53803,ZCTA5 53803,(X),(X),(X),3.3,3.1,3.6,5.2,6.8,3.6,36.9,36.6,37.2,23.3,26.7,20.1,15.0,11.5,18.4,10.9,9.9,11.8,5.3,5.3,5.3,91.5,90.1,92.8,16.2,15.2,17.1
8600000US53804,53804,ZCTA5 53804,(X),(X),(X),4.2,3.8,4.6,3.1,4.1,2.2,49.9,54.5,45.3,19.0,17.3,20.8,12.7,12.2,13.2,8.1,5.8,10.6,2.8,2.4,3.3,92.6,92.1,93.2,11.0,8.1,13.9
8600000US53805,53805,ZCTA5 53805,(X),(X),(X),5.1,6.2,3.9,10.9,15.2,6.0,39.2,42.4,35.5,17.9,14.7,21.6,12.8,11.4,14.4,8.8,7.1,10.7,5.3,3.0,7.9,84.0,78.6,90.1,14.1,10.1,18.6
8600000US53806,53806,ZCTA5 53806,(X),(X),(X),1.3,0.3,2.3,6.9,6.8,7.1,47.8,52.7,42.8,18.2,15.5,20.9,12.7,13.2,12.2,8.9,8.5,9.2,4.2,3.0,5.5,91.8,92.9,90.6,13.1,11.5,14.7
8600000US53807,53807,ZCTA5 53807,(X),(X),(X),2.1,2.5,1.6,3.4,5.2,1.6,40.1,44.5,35.5,18.7,18.1,19.3,12.9,10.5,15.4,16.9,15.5,18.4,5.9,3.8,8.0,94.5,92.3,96.7,22.8,19.3,26.4
8600000US53808,53808,ZCTA5 53808,(X),(X),(X),2.7,2.3,3.1,1.9,3.8,0.0,48.7,50.8,46.5,20.4,17.8,23.0,12.7,11.7,13.7,11.4,10.2,12.7,2.3,3.6,1.0,95.4,93.9,96.9,13.7,13.7,13.7
8600000US53809,53809,ZCTA5 53809,(X),(X),(X),5.7,6.1,5.2,3.5,3.9,3.1,33.7,35.8,31.6,24.7,23.9,25.4,15.5,14.7,16.2,10.7,9.5,11.9,6.3,5.9,6.6,90.8,89.9,91.7,17.0,15.4,18.6
8600000US53810,53810,ZCTA5 53810,(X),(X),(X),3.1,2.8,3.3,5.0,4.3,5.8,51.3,58.9,42.5,16.5,15.6,17.5,9.6,7.1,12.5,11.1,8.5,14.2,3.4,2.8,4.2,92.0,92.9,90.8,14.6,11.3,18.3
8600000US53811,53811,ZCTA5 53811,(X),(X),(X),2.2,2.2,2.2,4.6,5.4,4.1,36.3,47.5,27.6,17.4,17.0,17.8,10.9,10.3,11.3,16.7,13.5,19.1,12.0,4.1,18.0,93.2,92.5,93.8,28.6,17.7,37.1
8600000US53813,53813,ZCTA5 53813,(X),(X),(X),4.8,6.4,3.3,3.3,4.5,2.1,41.3,42.8,39.8,20.5,18.2,22.7,10.4,8.9,11.8,12.0,11.6,12.4,7.7,7.6,7.8,91.9,89.2,94.5,19.7,19.2,20.2
8600000US53816,53816,ZCTA5 53816,(X),(X),(X),5.4,5.2,5.6,6.6,11.6,1.3,38.6,37.8,39.3,23.3,21.9,24.8,13.2,12.0,14.5,9.1,9.2,9.0,3.9,2.4,5.6,88.0,83.3,93.2,13.0,11.6,14.5
8600000US53817,53817,ZCTA5 53817,(X),(X),(X),2.9,1.8,4.2,7.8,14.5,0.0,43.7,41.8,45.8,15.5,12.7,18.8,11.7,12.7,10.4,16.5,12.7,20.8,1.9,3.6,0.0,89.3,83.6,95.8,18.4,16.4,20.8
8600000US53818,53818,ZCTA5 53818,(X),(X),(X),2.4,2.4,2.4,2.6,2.9,2.4,31.9,34.9,29.0,22.9,23.4,22.4,6.9,4.7,9.0,17.2,16.0,18.4,16.0,15.7,16.4,95.0,94.7,95.2,33.3,31.7,34.8
8600000US53820,53820,ZCTA5 53820,(X),(X),(X),4.7,6.1,3.3,5.1,4.5,5.7,39.7,42.4,36.8,18.4,18.1,18.8,13.7,12.6,14.8,13.2,11.2,15.3,5.2,5.1,5.2,90.2,89.4,91.0,18.4,16.3,20.5
8600000US53821,53821,ZCTA5 53821,(X),(X),(X),2.5,2.5,2.6,6.3,5.2,7.4,42.7,45.5,39.7,21.4,21.4,21.3,10.7,9.1,12.5,11.5,10.7,12.4,4.9,5.7,4.0,91.2,92.3,90.0,16.4,16.4,16.4
8600000US53825,53825,ZCTA5 53825,(X),(X),(X),9.0,8.7,9.4,8.4,11.0,5.0,41.8,45.9,36.7,14.1,15.1,12.9,10.9,8.7,13.7,13.2,8.7,18.7,2.6,1.7,3.6,82.6,80.2,85.6,15.8,10.5,22.3
8600000US53826,53826,ZCTA5 53826,(X),(X),(X),1.1,1.2,1.1,4.4,6.2,2.2,45.5,49.0,41.3,24.4,21.9,27.3,13.4,11.1,16.3,8.0,7.4,8.8,3.1,3.2,3.0,94.5,92.6,96.7,11.2,10.6,11.8
8600000US53827,53827,ZCTA5 53827,(X),(X),(X),10.0,18.2,1.2,16.5,27.3,4.9,29.4,21.6,37.8,22.4,19.3,25.6,11.2,8.0,14.6,7.1,3.4,11.0,3.5,2.3,4.9,73.5,54.5,93.9,10.6,5.7,15.9
8600000US53901,53901,ZCTA5 53901,(X),(X),(X),1.8,1.8,1.7,6.1,7.9,4.0,38.9,42.6,34.8,23.8,22.5,25.1,11.8,9.0,15.0,13.3,11.8,14.9,4.4,4.4,4.4,92.1,90.3,94.2,17.7,16.2,19.3
8600000US53910,53910,ZCTA5 53910,(X),(X),(X),2.1,2.7,1.6,15.2,14.9,15.4,41.9,46.0,37.8,22.4,22.0,22.8,7.5,5.8,9.2,7.4,5.0,9.8,3.6,3.7,3.4,82.7,82.4,83.0,11.0,8.7,13.2
8600000US53911,53911,ZCTA5 53911,(X),(X),(X),2.0,0.9,3.1,0.9,1.3,0.4,35.4,38.0,32.7,25.1,25.8,24.4,14.1,14.2,13.9,16.3,14.2,18.4,6.3,5.6,7.0,97.1,97.8,96.4,22.5,19.8,25.3
8600000US53913,53913,ZCTA5 53913,(X),(X),(X),2.1,2.4,1.8,8.7,9.1,8.3,35.3,39.4,31.7,21.1,19.6,22.3,10.4,8.1,12.4,15.6,15.5,15.6,6.9,5.9,7.8,89.2,88.5,89.9,22.5,21.4,23.4
8600000US53916,53916,ZCTA5 53916,(X),(X),(X),3.7,4.2,3.3,6.3,6.7,6.0,41.4,42.9,40.0,19.5,19.2,19.9,10.3,10.7,9.9,12.2,10.6,13.7,6.5,5.8,7.1,89.9,89.2,90.7,18.7,16.4,20.9
8600000US53919,53919,ZCTA5 53919,(X),(X),(X),2.4,1.8,3.1,6.8,8.1,5.5,44.3,47.5,41.0,20.8,20.0,21.7,9.1,7.8,10.4,12.7,11.2,14.3,3.8,3.6,4.1,90.7,90.1,91.4,16.5,14.8,18.3
8600000US53920,53920,ZCTA5 53920,(X),(X),(X),1.2,1.1,1.4,10.3,12.0,8.2,43.3,44.0,42.5,20.9,17.9,24.7,9.7,9.2,10.3,13.0,14.7,11.0,1.5,1.1,2.1,88.5,87.0,90.4,14.5,15.8,13.0
8600000US53922,53922,ZCTA5 53922,(X),(X),(X),1.2,1.7,0.7,8.8,11.0,6.3,46.6,51.4,41.1,18.3,17.9,18.8,13.8,11.6,16.4,9.4,5.5,13.8,1.8,0.9,3.0,90.0,87.3,93.1,11.2,6.4,16.8
8600000US53923,53923,ZCTA5 53923,(X),(X),(X),6.1,5.8,6.5,8.0,9.7,6.1,41.3,45.2,37.1,21.0,19.5,22.7,9.2,6.7,11.8,10.4,8.4,12.6,4.0,4.7,3.2,85.9,84.5,87.4,14.4,13.1,15.9
8600000US53924,53924,ZCTA5 53924,(X),(X),(X),6.1,6.5,5.7,6.5,8.3,4.7,48.8,52.9,44.5,17.3,13.8,20.9,8.6,7.7,9.5,9.1,7.1,11.1,3.6,3.7,3.6,87.4,85.2,89.7,12.7,10.8,14.8
8600000US53925,53925,ZCTA5 53925,(X),(X),(X),1.9,1.4,2.3,3.8,5.4,2.1,32.7,33.4,31.9,20.8,20.7,20.9,11.9,10.8,13.0,21.1,21.0,21.3,7.9,7.3,8.4,94.3,93.2,95.5,29.0,28.2,29.7
8600000US53926,53926,ZCTA5 53926,(X),(X),(X),18.6,15.9,21.3,5.9,7.9,4.0,36.8,46.0,28.0,19.1,15.9,22.1,9.5,6.5,12.3,8.2,7.7,8.7,1.8,0.0,3.6,75.4,76.2,74.7,10.1,7.7,12.3
