zip,obese_female_05-17,obese_female_18-34,obese_female_35-54,obese_female_55-74,obese_female_75-plus,obese_male_05-17,obese_male_18-34,obese_male_35-54,obese_male_55-74,obese_male_75-plus,bmi_female_05-17,bmi_female_18-34,bmi_female_35-54,bmi_female_55-74,bmi_female_75-plus,bmi_male_05-17,bmi_male_18-34,bmi_male_35-54,bmi_male_55-74,bmi_male_75-plus,pop_female_05-17,pop_female_18-34,pop_female_35-54,pop_female_55-74,pop_female_75-plus,pop_male_05-17,pop_male_18-34,pop_male_35-54,pop_male_55-74,pop_male_75-plus,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
54162,54,143,292,254,105,83,111,297,249,75,476,466,663,504,247,462,360,583,459,170,759,794,1302,876,360,914,753,1366,928,149,19.6,21.3,3435,65777,3363,5702,9065,0.3709873138444567
54165,41,91,189,179,75,56,68,167,186,59,300,305,423,383,202,302,187,318,335,123,660,677,1239,746,367,827,676,1068,692,176,17.8,19,3066,63929,3500,4039,7539,0.46425255338904364
54166,NA,NA,NA,121,NA,NA,NA,NA,NA,34,NA,NA,NA,257,NA,NA,NA,NA,NA,89,1351,1462,2179,2234,972,1287,1523,2005,2150,702,17.8,18.2,7336,49943,9934,7068,17002,0.5842842018586049
54169,NA,12,48,41,NA,18,NA,51,49,NA,NA,92,150,145,NA,172,NA,144,130,NA,220,171,465,307,35,277,189,405,328,55,46.4,48.9,1052,97969,2475,125,2600,0.9519230769230769
54170,18,50,102,108,34,24,31,97,117,33,155,153,223,205,70,179,114,190,215,68,274,310,514,384,100,368,331,575,381,89,13.3,19.2,1358,63167,0,3730,3730,0
54171,27,30,107,93,NA,29,37,109,100,NA,173,158,280,213,NA,199,138,238,222,NA,365,281,645,380,18,440,309,726,341,10,27.6,33.3,1332,86463,0,3362,3362,0
54173,22,31,72,99,21,19,34,123,131,28,198,150,281,259,73,189,135,254,259,61,497,283,781,422,58,296,224,819,456,71,28.2,35,1649,79795,2358,1737,4095,0.5758241758241758
54174,30,48,100,144,55,25,35,91,148,37,126,115,176,261,99,110,102,167,230,82,194,230,339,415,192,186,201,330,474,146,7.2,13.3,1294,46818,0,3013,3013,0
54175,NA,NA,17,78,21,NA,NA,21,66,31,NA,NA,34,134,63,NA,NA,40,130,79,43,30,92,178,75,55,40,111,188,78,19.1,18.3,477,54306,0,1018,1018,0
54177,NA,NA,NA,34,NA,NA,NA,NA,29,NA,NA,NA,NA,67,NA,NA,NA,NA,57,NA,178,174,352,467,153,151,232,349,559,130,12.1,17,1429,40098,0,2898,2898,0
54180,NA,19,30,33,13,NA,22,31,34,NA,NA,64,91,71,34,NA,52,70,54,NA,330,346,466,240,57,403,288,510,237,42,27,36.5,1255,75791,2524,337,2861,0.882209017825935
54201,10,29,66,84,25,13,18,54,72,13,71,80,134,157,69,60,59,95,126,41,417,451,659,605,410,456,470,770,662,203,16.6,14.6,2199,47152,3070,2275,5345,0.5743685687558466
54202,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,78,67,145,272,123,75,128,137,265,89,41.3,37.7,695,55256,0,1240,1240,0
54204,NA,NA,26,41,NA,NA,NA,29,37,12,NA,NA,67,76,NA,NA,NA,53,66,30,125,129,250,231,46,146,173,262,209,40,15.2,18.4,728,66548,0,1819,1819,0
54205,14,25,58,59,19,NA,14,46,52,NA,77,83,137,116,55,NA,54,92,98,NA,214,149,290,241,119,181,222,323,263,90,12.5,15.7,775,64896,0,2177,2177,0
54207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,27,22,2,8,31,35,13,4,0,13.8,64,64643,0,176,176,0
54208,28,54,124,131,25,33,38,111,104,26,149,198,259,248,69,177,122,192,217,55,566,621,809,789,158,653,503,998,725,138,14.3,21.4,2357,71250,0,6061,6061,0
54209,NA,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,NA,38,NA,NA,NA,NA,34,NA,40,92,160,257,94,47,85,117,248,86,44.4,37.2,610,66538,0,1195,1195,0
54210,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,32,68,98,150,80,63,115,99,132,86,45.3,43.3,426,61429,0,897,897,0
54211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,36,48,35,19,4,24,42,20,56.3,58.7,140,82500,0,277,277,0
54212,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,60,38,93,266,52,98,17,90,235,81,58,58.9,491,74583,0,997,997,0
54213,NA,NA,23,NA,NA,NA,NA,NA,15,NA,NA,NA,53,NA,NA,NA,NA,NA,32,NA,125,72,232,109,30,171,101,226,114,25,9.8,14.9,534,56111,0,1276,1276,0
54214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,38,23,11,9,35,35,19,5,13.4,12.3,110,53250,0,334,334,0
54216,26,63,119,96,29,41,47,96,96,28,158,173,243,216,74,195,132,193,184,53,368,456,907,898,254,458,515,862,868,243,17.6,16.6,2718,58333,2622,3654,6276,0.41778202676864246
54217,52,94,225,223,103,47,84,200,221,53,331,341,496,443,220,305,249,375,400,136,709,596,974,728,286,720,668,1009,859,233,19,23,2793,67873,0,7405,7405,0
54220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017,3746,5051,4781,2627,3056,3697,5081,4510,1544,20.5,23.6,17063,47428,34405,5815,40220,0.855420188960716
54227,NA,NA,12,17,NA,NA,NA,NA,20,NA,NA,NA,31,42,NA,NA,NA,NA,51,NA,114,135,231,224,28,148,148,240,256,26,11.1,22.3,602,75156,0,1568,1568,0
54228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,182,358,352,98,222,281,456,345,76,14.2,16.1,1087,58313,0,2682,2682,0
54229,17,38,117,109,22,19,31,116,115,30,177,184,286,248,75,189,125,221,208,62,422,357,642,504,92,335,304,667,479,155,18.7,22,1783,74245,912,3394,4306,0.21179749187180677
54230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,407,677,550,105,474,379,840,561,84,11.9,21.5,1807,59961,0,4782,4782,0
54232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,48,121,50,32,41,75,115,57,20,9.9,13.7,350,44167,0,779,779,0
54234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,45,113,425,227,55,47,115,284,132,50.5,45.3,809,55388,0,1614,1614,0
54235,20,69,97,160,41,22,NA,100,183,30,122,176,251,409,128,116,NA,215,375,128,1082,1373,2032,2653,1041,1143,1382,2093,2621,688,26.3,28.7,8064,54777,8617,8586,17203,0.5009010056385514
54241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156,1164,1993,1948,812,1204,1569,1819,2024,522,16.9,17.7,6504,44315,11955,2929,14884,0.8032115022843321
54245,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,241,225,353,248,52,229,212,407,245,54,15.2,18.8,884,58750,0,2259,2259,0
54246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,28,88,211,50,59,40,66,174,45,38.6,48.4,399,58542,0,708,708,0
54247,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,178,165,315,290,79,135,205,321,362,66,18.1,20.6,918,67037,0,2339,2339,0
54301,108,316,488,535,199,150,218,434,445,134,752,978,1141,1238,692,808,775,971,1018,436,1835,2150,3079,2286,988,1903,2611,3110,2160,426,34.8,33.3,9207,55798,22742,0,22742,1
54302,233,480,588,596,168,271,235,403,460,123,1004,1232,1139,1169,545,988,765,852,935,358,2875,4713,3699,2407,1028,2782,3882,4077,2450,604,18.4,23.1,12914,39676,30611,0,30611,1
54303,189,565,723,680,211,220,296,518,456,137,883,1443,1327,1294,698,894,887,1079,936,385,2126,4078,3268,2387,1205,2483,4137,3392,2068,656,15.7,18,11946,38658,26995,46,27041,0.9982988794793092
54304,157,438,679,714,254,188,252,528,603,179,783,1209,1296,1426,784,817,831,1049,1151,524,1952,3071,3521,3041,1351,2284,3634,3489,2843,949,23.1,23.2,12479,47439,28153,0,28153,1
54307,NA,NA,NA,NA,NA,NA,NA,32,20,NA,NA,NA,NA,NA,NA,NA,NA,56,38,NA,0,0,0,0,0,0,763,380,94,0,0,NA,0,NA,1092,0,1092,1
54311,128,401,645,768,221,196,301,602,757,155,1048,1437,1608,1701,644,1131,1007,1271,1475,448,2580,4750,4265,3384,1286,2826,4562,4289,3058,915,30,33,13398,61119,29491,4089,33580,0.8782310899344848
54313,172,351,814,970,253,215,323,895,996,261,1714,1560,2421,2294,794,1723,1311,1918,1997,639,3811,2890,5816,4443,707,3646,3308,5685,4180,667,32.6,33.7,14440,79744,30481,5416,35897,0.8491238822185698
54401,313,864,1322,1571,513,383,606,1145,1481,371,2013,2607,3057,3509,1596,2047,1949,2500,2989,1146,2545,3605,4021,3431,1381,2315,3509,3638,3531,914,28.4,26.7,13147,47627,24926,5776,30702,0.8118689336199596
54403,236,585,1020,1152,394,308,457,958,1072,245,1614,1768,2396,2666,1239,1619,1465,2034,2392,800,2140,2027,3198,2888,1287,2189,2687,3611,2561,935,25.6,27.1,10472,47827,19155,5117,24272,0.7891809492419248
54405,31,75,120,136,45,53,39,102,124,38,197,181,224,238,140,217,132,183,234,98,201,240,411,333,163,426,183,373,282,161,12.2,11.7,1122,43750,2138,894,3032,0.7051451187335093
54406,10,24,66,51,NA,NA,19,49,51,NA,65,82,158,122,NA,NA,68,100,108,NA,326,240,504,371,100,319,228,507,416,98,27.4,30.8,1340,65565,0,3469,3469,0
54407,NA,15,23,29,NA,NA,NA,22,28,NA,NA,42,59,72,NA,NA,NA,50,60,NA,126,78,207,195,58,147,127,228,231,45,31.9,33.6,604,67292,0,1515,1515,0
54408,10,20,51,61,13,13,15,60,54,17,69,61,114,125,35,52,59,105,126,33,91,90,118,111,30,104,100,191,122,35,5.7,13.6,439,47656,0,1068,1068,0
54409,160,374,654,777,252,219,213,564,693,182,790,979,1296,1562,743,864,644,1030,1318,506,944,1074,1710,1569,812,1164,1240,1734,1533,459,18.6,15.8,5732,42903,8158,5080,13238,0.6162562320592234
54410,25,33,78,97,25,27,19,77,108,17,144,118,187,171,50,158,56,143,188,34,270,194,314,224,96,246,201,349,236,67,12.1,20.4,829,61595,0,2392,2392,0
54411,57,114,210,272,82,62,74,185,250,71,259,295,422,468,184,296,213,319,441,157,580,527,718,497,188,624,572,827,526,138,11,16.9,1894,57031,0,5406,5406,0
54412,22,16,74,92,30,18,18,66,107,29,115,67,164,178,66,122,61,129,191,66,149,136,297,196,69,195,183,351,221,63,11.8,20.8,840,61554,0,2181,2181,0
54413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,13,16,6,3,10,18,14,3,6.1,11.9,70,44167,0,191,191,0
54414,27,76,168,178,55,50,72,149,196,46,206,210,348,362,141,257,196,280,369,119,272,286,418,365,194,299,356,436,406,125,10.3,16.2,1259,52740,0,3404,3404,0
54416,NA,30,57,58,15,10,NA,39,67,18,NA,55,93,87,34,35,NA,75,92,38,166,144,248,204,83,186,161,278,213,60,7.3,13.6,683,36336,0,1684,1684,0
54417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,7,1,0,0,3,15,4,0,0,18,33333,0,46,46,0
54418,13,26,63,64,NA,21,21,56,60,19,60,63,123,134,NA,60,42,102,136,49,84,67,168,117,27,66,80,155,121,44,8.9,12.8,396,57000,0,1080,1080,0
54420,NA,17,34,47,NA,15,11,31,50,NA,NA,60,71,102,NA,73,35,55,86,NA,131,114,140,132,26,165,88,176,145,33,14.6,24.8,465,51625,0,1307,1307,0
54421,42,69,144,135,77,44,50,86,140,37,196,164,261,261,174,201,124,170,232,100,347,265,419,312,218,363,307,413,306,100,7,10,1249,52813,1828,1627,3455,0.5290882778581766
54422,12,12,37,32,NA,NA,NA,30,28,NA,50,42,73,52,NA,NA,NA,57,46,NA,154,121,144,99,39,166,135,156,92,33,4.2,7.7,377,48958,0,1209,1209,0
54423,NA,19,59,44,NA,NA,19,49,61,NA,NA,70,137,113,NA,NA,53,101,114,NA,176,196,361,303,57,201,198,358,303,39,25.7,23.1,860,74500,0,2343,2343,0
54424,12,39,64,109,39,15,23,77,111,43,66,91,151,226,84,69,55,139,219,99,137,107,235,275,86,116,105,221,265,95,18.3,18.3,725,61080,0,1651,1651,0
54425,25,42,77,94,33,29,24,74,99,24,104,105,150,152,73,123,57,116,161,56,229,193,252,155,75,242,288,291,169,45,5.3,12.9,785,53884,0,2036,2036,0
54426,56,103,206,215,43,68,64,215,251,57,300,282,435,425,136,345,230,364,427,121,426,402,598,439,160,553,388,601,464,106,10.2,18.5,1612,61302,0,4479,4479,0
54427,NA,21,54,66,18,15,10,56,76,17,NA,74,99,128,37,84,51,97,137,40,56,87,149,124,40,63,82,171,155,36,9.2,11.5,477,51719,0,1099,1099,0
54428,NA,13,42,56,20,17,11,40,76,28,NA,47,80,147,73,47,37,66,141,68,40,76,108,206,72,64,39,139,256,82,12.7,20.4,464,41797,0,1127,1127,0
54430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,23,13,2,14,14,8,18,4,24.5,4.3,54,66250,0,135,135,0
54433,12,37,68,92,35,19,21,63,85,28,71,93,140,159,68,68,72,122,162,55,113,140,193,175,100,148,132,225,246,77,12.5,15.7,723,45815,0,1845,1845,0
54435,12,22,82,103,33,11,21,84,132,31,70,78,168,205,67,58,52,136,208,71,123,175,299,263,94,151,155,330,318,70,13.2,14.7,945,53355,0,2010,2010,0
54436,NA,NA,38,67,29,21,NA,32,51,17,NA,NA,74,107,45,54,NA,57,94,32,319,194,276,207,74,284,236,273,234,55,8.2,10.6,775,50433,0,2203,2203,0
54437,18,21,73,85,41,18,11,59,111,34,92,66,138,165,101,83,44,102,165,76,375,308,381,308,108,315,317,385,370,78,9.8,19.2,1100,51181,0,3077,3077,0
54440,23,73,160,148,36,45,66,141,190,40,150,198,333,309,107,199,188,287,354,104,232,270,454,355,94,247,267,468,391,101,10.2,19.6,1212,60323,0,2964,2964,0
54441,NA,12,28,47,NA,NA,11,35,48,NA,NA,50,70,92,NA,NA,32,50,83,NA,76,54,140,109,20,85,64,125,108,19,25,30.5,323,78125,562,266,828,0.678743961352657
54442,10,14,40,51,12,NA,NA,30,75,18,41,35,87,113,34,NA,NA,52,120,37,112,46,158,119,62,184,87,132,161,44,15.4,15.1,417,57083,0,1177,1177,0
54443,18,22,48,90,13,12,14,51,97,17,102,77,123,169,41,72,55,111,187,44,208,154,291,284,98,143,209,333,284,74,15.8,19.4,896,58000,0,2137,2137,0
54446,23,32,97,104,40,27,21,70,109,41,118,83,172,179,95,124,56,114,166,84,368,301,340,264,122,372,392,346,267,90,9.3,13.5,1134,55667,0,3123,3123,0
54447,NA,NA,NA,26,NA,NA,NA,NA,24,NA,NA,NA,NA,42,NA,NA,NA,NA,40,NA,28,55,61,52,27,49,49,79,44,28,15.5,14.5,214,44000,0,498,498,0
54448,42,68,211,238,61,59,61,190,266,59,319,285,488,495,192,330,213,372,528,146,346,281,643,475,188,384,301,570,574,142,15.5,21,1657,70120,0,4249,4249,0
54449,210,411,884,1307,432,237,262,691,1139,352,1338,1308,2011,2736,1282,1461,827,1433,2241,834,1952,2661,3204,3193,1395,2264,2826,3180,3003,892,28.4,28.9,11526,54167,18859,7559,26418,0.7138693315163903
54450,NA,NA,18,23,NA,NA,NA,NA,25,NA,NA,NA,34,36,NA,NA,NA,NA,39,NA,25,61,40,52,17,48,73,53,41,14,3.8,13,164,39375,0,436,436,0
54451,128,300,544,606,209,141,188,437,618,176,769,820,1214,1278,636,756,517,884,1167,463,1008,893,1589,1358,642,1079,1164,1557,1374,457,12.1,16.6,5084,50389,4046,7709,11755,0.344193960017014
54452,202,427,1011,1215,443,256,277,825,1115,270,1099,1158,1958,2238,1007,1173,761,1498,1994,741,1515,1682,2794,2203,828,1689,1774,2679,2249,609,15.5,18,8140,56498,10282,9078,19360,0.531095041322314
54454,NA,17,44,60,16,10,15,33,67,NA,NA,56,80,100,32,62,35,60,99,NA,132,140,190,160,30,125,152,204,190,32,7.5,14.3,539,52083,0,1279,1279,0
54455,185,400,841,858,217,224,308,850,961,204,1244,1246,2000,1960,607,1331,965,1641,1812,520,1520,1543,2531,1873,520,1648,1749,2751,1963,407,25.9,29.6,6932,73324,9327,7702,17029,0.547712725350872
54456,11,32,79,137,39,19,NA,62,132,27,82,81,184,281,116,81,NA,101,237,74,482,467,770,715,406,515,478,832,753,240,11.6,15.7,2553,47177,0,6085,6085,0
54457,86,199,366,444,120,104,139,318,457,117,392,507,712,960,318,468,423,563,838,279,498,668,969,1236,352,649,609,954,1424,434,15.2,14.9,3571,49867,2253,6286,8539,0.26384822578756295
54458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,17,9,4,3,5,19,6,5,32.1,24.2,37,46250,0,124,124,0
54459,NA,23,57,84,21,12,NA,48,82,26,NA,63,120,154,65,83,NA,86,145,58,107,68,113,203,48,103,97,169,217,51,14.8,13.8,528,44375,0,1148,1148,0
54460,18,29,61,84,23,21,12,37,63,24,84,69,121,167,51,82,44,73,120,57,249,210,291,295,169,245,245,348,298,112,9.2,14.1,983,43080,0,2746,2746,0
54462,NA,NA,NA,23,NA,NA,NA,NA,24,NA,NA,NA,NA,48,NA,NA,NA,NA,55,NA,4,8,39,62,15,14,14,51,67,14,4.5,10.1,172,41667,0,348,348,0
54463,NA,NA,17,31,13,NA,NA,19,38,NA,NA,NA,37,65,37,NA,NA,35,68,NA,26,49,86,117,45,59,64,109,142,43,19.2,16.9,259,53438,0,684,684,0
54465,NA,NA,19,48,10,NA,NA,NA,37,22,NA,NA,45,104,43,NA,NA,NA,90,45,42,10,77,131,46,26,14,44,168,44,8.1,10.2,299,37014,0,536,536,0
54466,22,43,99,128,43,36,23,99,144,47,156,122,217,258,100,149,79,164,262,95,239,246,378,335,126,230,289,395,393,104,14.3,20,1194,51223,0,2815,2815,0
54467,35,206,247,264,55,42,128,215,220,45,282,623,615,574,146,267,394,474,459,116,1069,1701,1682,1467,471,1186,1764,1806,1335,388,33.4,31.7,5649,61388,11862,1773,13635,0.8699669966996699
54469,24,54,72,72,23,22,22,67,70,21,117,140,157,173,88,125,89,125,138,63,161,122,196,229,165,114,142,190,188,68,24.3,23.6,681,49602,1726,66,1792,0.9631696428571429
54470,22,43,90,131,46,26,23,93,112,41,112,120,196,230,106,141,70,171,230,99,214,178,269,252,126,212,142,325,259,90,12.3,15.9,905,48259,0,2068,2068,0
54471,11,29,95,103,22,30,32,100,93,NA,151,118,224,223,53,152,84,190,203,NA,200,153,283,202,43,142,154,293,242,24,18.6,25.7,696,70833,44,1810,1854,0.023732470334412083
54473,12,37,68,64,12,16,24,60,80,15,64,90,146,133,41,59,68,113,142,43,192,199,319,338,82,232,187,325,369,119,13.4,16.6,1106,53688,0,2700,2700,0
54474,42,112,195,223,87,39,63,187,213,60,295,311,426,503,248,264,230,347,434,162,197,417,685,378,232,369,388,405,377,103,19.4,26.3,1678,53883,4019,0,4019,1
54475,13,37,61,72,25,16,21,59,83,20,83,102,126,140,50,71,75,115,158,37,108,127,211,172,54,161,162,237,225,49,11.5,16.7,682,62614,0,1482,1482,0
54476,239,528,878,904,290,248,381,790,824,202,1393,1586,1983,1946,896,1460,1269,1747,1657,591,1553,2269,2280,1932,871,1637,2212,2592,1663,582,23.5,27.2,7553,60633,17161,1419,18580,0.9236275565123789
54479,45,49,157,191,52,46,36,142,175,46,226,171,301,347,108,235,102,230,304,89,438,328,620,396,176,557,420,604,388,97,10.8,17.3,1468,54787,0,4119,4119,0
54480,14,40,68,63,17,15,15,54,82,NA,72,94,114,125,42,82,43,93,123,NA,118,149,172,135,48,99,102,174,132,34,12.3,10,577,49276,0,1332,1332,0
54481,60,359,444,356,70,78,239,384,330,80,410,1146,981,888,260,374,771,796,726,236,1635,6213,2766,2644,1277,1685,6140,2919,2405,626,33,36.3,11525,47423,27382,1958,29340,0.9332651670074983
54482,24,80,179,159,32,21,70,164,158,47,198,305,465,370,86,188,215,368,338,102,796,684,1375,1084,323,811,969,1229,1151,203,30.2,33.2,3809,65135,4979,3976,8955,0.5560022333891681
54484,49,83,202,235,61,44,42,194,227,70,341,250,439,458,168,356,147,343,416,155,506,449,749,469,162,594,492,756,533,112,15.7,20.7,1963,64261,0,4984,4984,0
54485,NA,NA,NA,18,NA,NA,NA,NA,26,NA,NA,NA,NA,47,NA,NA,NA,NA,54,NA,11,26,29,59,12,32,26,37,54,18,17.9,15.6,146,38333,0,322,322,0
54486,10,21,53,58,19,20,17,31,64,15,34,53,87,96,36,44,42,63,105,34,192,207,298,315,101,175,220,327,343,93,8.7,16.4,1006,45427,0,2290,2290,0
54487,16,71,161,236,73,30,30,114,253,93,149,186,373,531,211,151,82,218,478,234,656,635,1255,1532,669,587,659,1415,1502,468,16.7,17.3,4467,50792,2926,6668,9594,0.3049822805920367
54488,NA,23,37,62,NA,14,NA,24,54,NA,NA,47,73,94,NA,62,NA,46,87,NA,92,107,96,118,22,121,122,161,128,26,5.7,8.1,463,51146,0,1262,1262,0
54489,18,33,54,91,23,NA,14,57,89,30,100,89,123,152,57,NA,47,108,163,54,151,134,197,180,53,126,136,224,193,38,10.5,15.7,654,59886,0,1550,1550,0
54490,10,19,36,46,NA,10,NA,35,45,NA,53,48,83,103,NA,39,NA,66,100,NA,58,70,120,108,20,69,63,146,117,18,13.1,15.1,365,53542,0,893,893,0
54491,NA,24,56,122,34,14,15,50,111,28,NA,57,123,239,97,72,52,92,203,87,82,78,178,309,81,79,117,179,308,106,11.6,11.1,756,40875,0,1652,1652,0
54493,NA,NA,NA,31,NA,NA,NA,NA,25,NA,NA,NA,NA,52,NA,NA,NA,NA,52,NA,28,55,71,97,31,37,57,76,108,34,9.2,12.8,265,44205,0,668,668,0
54494,303,723,1228,1418,464,305,518,1125,1402,363,1680,2056,2704,3076,1374,1669,1616,2243,2750,994,2194,2132,3796,3487,1502,2137,1959,3798,3249,1043,19.3,20,11741,54200,20149,6977,27126,0.7427928924279289
54495,117,293,434,449,105,138,171,357,339,69,556,705,773,818,317,535,517,665,660,200,648,824,968,917,380,671,932,981,847,230,11.8,14.9,3446,38304,5041,2596,7637,0.6600759460521147
54498,15,33,62,47,21,12,21,43,60,18,62,71,109,104,46,65,43,75,107,39,303,201,271,224,101,279,210,295,248,69,4.6,9.1,881,47056,0,2421,2421,0
54499,42,70,155,145,70,51,45,145,155,37,169,189,276,284,154,188,140,240,291,102,310,236,415,367,161,282,251,436,377,106,14.7,16,1209,48750,0,3223,3223,0
54501,93,271,471,561,124,71,150,414,524,126,474,790,1029,1184,367,460,474,778,1031,323,1468,1670,2827,2662,965,1456,1873,2659,2651,603,23.3,26.1,8224,53750,9010,11009,20019,0.45007243119036916
54511,NA,NA,23,23,NA,NA,NA,27,37,NA,NA,NA,51,55,NA,NA,NA,45,62,NA,78,108,164,168,54,92,130,164,193,53,9.3,14,554,46310,0,1216,1216,0
54512,NA,NA,16,50,30,NA,NA,17,68,26,NA,NA,40,158,87,NA,NA,30,144,88,23,18,81,205,62,16,8,101,163,69,41.6,36,427,49866,0,833,833,0
54513,NA,NA,17,22,NA,NA,NA,NA,22,NA,NA,NA,32,35,NA,NA,NA,NA,40,NA,33,19,51,71,25,38,16,65,66,20,10.9,10.3,200,45227,0,478,478,0
54514,NA,16,66,120,32,12,16,48,128,34,NA,56,119,237,80,62,45,76,226,69,113,107,238,325,90,152,115,253,326,76,15.2,15.9,841,49965,0,1717,1717,0
54515,NA,NA,27,42,NA,12,NA,34,42,NA,NA,NA,53,67,NA,30,NA,43,71,NA,42,15,51,96,21,33,33,70,93,6,7.2,11.8,214,43000,0,472,472,0
54517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,31,5,0,2,3,42,9,23.6,6.7,43,34464,0,112,112,0
54519,NA,NA,NA,34,16,NA,NA,NA,41,27,NA,NA,NA,77,53,NA,NA,NA,74,65,52,73,137,213,79,72,83,111,220,110,19.3,29.8,627,46719,0,1231,1231,0
54520,NA,50,71,105,26,NA,19,48,88,35,NA,105,146,221,80,NA,51,98,168,75,290,425,497,487,210,389,504,589,453,164,11.3,16.2,1939,41193,0,4141,4141,0
54521,16,48,112,283,98,26,23,101,263,105,119,144,284,625,310,152,84,207,506,290,560,584,950,1106,481,444,685,1080,1167,388,23.7,27,3804,45609,0,7509,7509,0
54524,NA,NA,25,35,NA,NA,NA,29,43,19,NA,NA,54,81,NA,NA,NA,45,82,34,34,129,115,92,28,52,44,121,90,42,15,18.9,361,47236,0,670,670,0
54525,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,15,30,51,29,9,22,5,34,31,4,11.8,15.9,119,39821,226,53,279,0.8100358422939068
54526,NA,NA,21,28,NA,NA,NA,19,37,NA,NA,NA,37,59,NA,NA,NA,40,62,NA,97,75,99,110,21,90,80,139,117,28,10.1,16.1,355,42431,0,919,919,0
54527,NA,NA,26,52,22,NA,NA,23,50,18,NA,NA,46,76,52,NA,NA,50,75,38,63,47,171,147,52,76,79,111,170,40,12.4,12.4,461,35982,0,1081,1081,0
54529,NA,NA,21,47,16,NA,NA,17,60,20,NA,NA,45,118,42,NA,NA,35,115,49,54,86,134,192,49,64,68,141,221,50,25.1,21,479,54554,0,1133,1133,0
54530,NA,NA,21,39,16,NA,NA,33,53,NA,NA,NA,38,71,39,NA,NA,44,82,NA,38,69,92,137,46,53,106,122,146,30,7.4,10.2,359,39034,0,868,868,0
54531,NA,NA,16,72,24,14,NA,15,112,28,NA,NA,60,189,79,42,NA,47,199,82,94,75,165,265,76,132,55,248,268,76,24.3,39.2,580,60000,0,1454,1454,0
54534,31,55,96,136,40,47,36,90,134,31,132,183,225,304,151,155,106,179,277,104,136,189,265,350,208,144,160,304,328,139,16,19.7,1150,36250,1281,1178,2459,0.5209434729564864
54536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,24,29,4,8,18,43,34,6,16.1,15.3,103,26806,0,184,184,0
54537,NA,12,18,36,NA,NA,NA,21,32,NA,NA,30,43,61,NA,NA,NA,37,70,NA,58,33,63,70,23,37,41,84,84,17,10.3,15.4,213,45375,0,561,561,0
54538,26,22,38,84,32,27,NA,32,83,44,68,45,74,195,93,78,NA,60,186,94,300,277,415,426,153,192,264,266,432,168,29.6,19.7,1509,28255,0,3137,3137,0
54539,NA,11,33,76,31,NA,NA,31,85,37,NA,30,68,159,84,NA,NA,59,163,85,24,65,114,215,95,28,134,162,251,65,19.4,29.2,564,47917,0,1383,1383,0
